Numéro de boucle;Libellé;Jour;Total
746;Chemin de halage Tortière vers Sud;2020-05-21;766
949;avenue de la Libération vers Sud;2020-05-21;154
667;Entrée pont Audibert vers Nord;2020-05-21;1387
989;Kennedy vers Ouest;2020-05-21;0
743;Philippot vers ouest;2020-05-21;458
979;3 Continents vers Sud;2020-05-20;197
987;Tremie vers Est;2020-05-20;0
670;Pont de Pirmil vers Sud;2020-05-20;0
682;pont Anne de Bretagne vers Sud;2020-05-20;0
745;Calvaire vers Ouest;2020-05-20;302
742;Philippot vers Est;2020-05-20;805
744;Calvaire vers Est;2020-05-20;56
786;50 Otages Vers Nord;2020-05-20;2308
679;Bd Malakoff vers Gare Sud;2020-05-20;11
981;Pont Tabarly vers Nord;2020-05-20;136
989;Kennedy vers Ouest;2020-05-20;0
949;avenue de la Libération vers Sud;2020-05-20;205
945;Magellan vers Ouest;2020-05-20;460
666;Pont Audibert vers Sud;2020-05-20;169
747;Chemin de halage Tortière vers Nord;2020-05-20;603
677;Pont Willy Brandt vers Malakoff;2020-05-20;3
788;50 Otages Vers Nord;2020-05-20;1573
880;Madeleine vers Nord;2020-05-20;1548
890;Pont de Pirmil vers Sud;2020-05-20;0
995;Ceineray vers Ouest;2020-05-20;666
743;Philippot vers ouest;2020-05-20;786
947;Bd Malakoff vers Ouest;2020-05-20;65
944;Magellan vers Est;2020-05-20;253
668;De Gaulle vers sud;2020-05-20;0
674;Pont Haudaudine vers Sud;2020-05-20;476
980;Pont Tabarly vers Sud;2020-05-20;0
994;Ceineray vers Est;2020-05-20;538
997;Van Iseghem vers Sud;2020-05-20;425
847;Entrée pont Audibert vers Sud;2020-05-20;2365
787;50 Otages Vers Sud;2020-05-20;1456
946;Magellan vers Est;2020-05-20;587
948;Bd Malakoff vers Est;2020-05-20;33
959;Sorinières Vers Sud;2020-05-20;87
977;3 Continents vers Nord;2020-05-20;366
667;Entrée pont Audibert vers Nord;2020-05-20;2114
986;Tremie vers Ouest;2020-05-20;228
988;Kennedy vers Est;2020-05-20;0
669;De Gaulle sortie Clémenceau vers Nord;2020-05-20;0
680;Stalingrad vers ouest;2020-05-20;0
683;pont Anne de Bretagne vers Nord;2020-05-20;0
672;Pont de Pornic vers Nord;2020-05-20;442
681;Stalingrad vers est;2020-05-20;71
725;Pont Tabarly vers Sud;2020-05-20;328
727;Pont Tabarly vers Nord;2020-05-20;0
746;Chemin de halage Tortière vers Sud;2020-05-20;554
675;Pont Haudaudine vers Nord;2020-05-20;404
676;Pont Willy Brandt vers Beaulieu;2020-05-20;12
960;Sorinières Vers Nord;2020-05-20;52
950;avenue de la Libération vers Nord;2020-05-20;512
673;Pont de Pornic vers Sud;2020-05-20;66
664;Bonduelle vers sud;2020-05-20;0
665;Bonduelle vers Nord;2020-05-20;0
943;Magellan vers Ouest;2020-05-20;177
996;Van Iseghem vers Nord;2020-05-20;588
881;Madeleine vers Sud;2020-05-20;1742
785;50 Otages Vers Sud;2020-05-20;2313
979;3 Continents vers Sud;2020-05-19;181
989;Kennedy vers Ouest;2020-05-19;0
948;Bd Malakoff vers Est;2020-05-19;0
960;Sorinières Vers Nord;2020-05-19;61
977;3 Continents vers Nord;2020-05-19;418
673;Pont de Pornic vers Sud;2020-05-19;83
944;Magellan vers Est;2020-05-19;224
747;Chemin de halage Tortière vers Nord;2020-05-19;619
890;Pont de Pirmil vers Sud;2020-05-19;738
680;Stalingrad vers ouest;2020-05-19;0
682;pont Anne de Bretagne vers Sud;2020-05-19;24
683;pont Anne de Bretagne vers Nord;2020-05-19;85
787;50 Otages Vers Sud;2020-05-19;1526
676;Pont Willy Brandt vers Beaulieu;2020-05-19;317
997;Van Iseghem vers Sud;2020-05-19;477
743;Philippot vers ouest;2020-05-19;812
946;Magellan vers Est;2020-05-19;590
959;Sorinières Vers Sud;2020-05-19;73
980;Pont Tabarly vers Sud;2020-05-19;0
668;De Gaulle vers sud;2020-05-19;198
949;avenue de la Libération vers Sud;2020-05-19;209
664;Bonduelle vers sud;2020-05-19;213
945;Magellan vers Ouest;2020-05-19;489
742;Philippot vers Est;2020-05-19;860
880;Madeleine vers Nord;2020-05-19;1568
987;Tremie vers Est;2020-05-19;0
996;Van Iseghem vers Nord;2020-05-19;613
947;Bd Malakoff vers Ouest;2020-05-19;0
986;Tremie vers Ouest;2020-05-19;282
666;Pont Audibert vers Sud;2020-05-19;60
669;De Gaulle sortie Clémenceau vers Nord;2020-05-19;301
677;Pont Willy Brandt vers Malakoff;2020-05-19;0
847;Entrée pont Audibert vers Sud;2020-05-19;1871
786;50 Otages Vers Nord;2020-05-19;2500
943;Magellan vers Ouest;2020-05-19;174
981;Pont Tabarly vers Nord;2020-05-19;170
995;Ceineray vers Ouest;2020-05-19;686
881;Madeleine vers Sud;2020-05-19;1801
672;Pont de Pornic vers Nord;2020-05-19;378
670;Pont de Pirmil vers Sud;2020-05-19;209
674;Pont Haudaudine vers Sud;2020-05-19;43
727;Pont Tabarly vers Nord;2020-05-19;0
745;Calvaire vers Ouest;2020-05-19;275
746;Chemin de halage Tortière vers Sud;2020-05-19;575
988;Kennedy vers Est;2020-05-19;0
994;Ceineray vers Est;2020-05-19;541
725;Pont Tabarly vers Sud;2020-05-19;351
788;50 Otages Vers Nord;2020-05-19;1550
679;Bd Malakoff vers Gare Sud;2020-05-19;80
675;Pont Haudaudine vers Nord;2020-05-19;106
681;Stalingrad vers est;2020-05-19;506
744;Calvaire vers Est;2020-05-19;97
665;Bonduelle vers Nord;2020-05-19;230
667;Entrée pont Audibert vers Nord;2020-05-19;2096
950;avenue de la Libération vers Nord;2020-05-19;545
785;50 Otages Vers Sud;2020-05-19;2433
980;Pont Tabarly vers Sud;2020-05-18;0
997;Van Iseghem vers Sud;2020-05-18;460
669;De Gaulle sortie Clémenceau vers Nord;2020-05-18;505
947;Bd Malakoff vers Ouest;2020-05-18;721
949;avenue de la Libération vers Sud;2020-05-18;191
959;Sorinières Vers Sud;2020-05-18;78
847;Entrée pont Audibert vers Sud;2020-05-18;1622
668;De Gaulle vers sud;2020-05-18;481
675;Pont Haudaudine vers Nord;2020-05-18;396
665;Bonduelle vers Nord;2020-05-18;547
681;Stalingrad vers est;2020-05-18;458
725;Pont Tabarly vers Sud;2020-05-18;333
676;Pont Willy Brandt vers Beaulieu;2020-05-18;277
679;Bd Malakoff vers Gare Sud;2020-05-18;52
979;3 Continents vers Sud;2020-05-18;196
672;Pont de Pornic vers Nord;2020-05-18;368
986;Tremie vers Ouest;2020-05-18;234
881;Madeleine vers Sud;2020-05-18;1523
680;Stalingrad vers ouest;2020-05-18;0
744;Calvaire vers Est;2020-05-18;85
946;Magellan vers Est;2020-05-18;371
950;avenue de la Libération vers Nord;2020-05-18;452
743;Philippot vers ouest;2020-05-18;702
944;Magellan vers Est;2020-05-18;213
667;Entrée pont Audibert vers Nord;2020-05-18;1816
673;Pont de Pornic vers Sud;2020-05-18;75
996;Van Iseghem vers Nord;2020-05-18;556
670;Pont de Pirmil vers Sud;2020-05-18;300
880;Madeleine vers Nord;2020-05-18;1366
943;Magellan vers Ouest;2020-05-18;151
945;Magellan vers Ouest;2020-05-18;353
988;Kennedy vers Est;2020-05-18;0
994;Ceineray vers Est;2020-05-18;489
666;Pont Audibert vers Sud;2020-05-18;215
682;pont Anne de Bretagne vers Sud;2020-05-18;552
742;Philippot vers Est;2020-05-18;713
747;Chemin de halage Tortière vers Nord;2020-05-18;571
786;50 Otages Vers Nord;2020-05-18;2083
787;50 Otages Vers Sud;2020-05-18;1300
948;Bd Malakoff vers Est;2020-05-18;1236
960;Sorinières Vers Nord;2020-05-18;63
977;3 Continents vers Nord;2020-05-18;396
664;Bonduelle vers sud;2020-05-18;600
987;Tremie vers Est;2020-05-18;0
989;Kennedy vers Ouest;2020-05-18;0
683;pont Anne de Bretagne vers Nord;2020-05-18;829
727;Pont Tabarly vers Nord;2020-05-18;0
890;Pont de Pirmil vers Sud;2020-05-18;979
674;Pont Haudaudine vers Sud;2020-05-18;247
677;Pont Willy Brandt vers Malakoff;2020-05-18;0
745;Calvaire vers Ouest;2020-05-18;261
746;Chemin de halage Tortière vers Sud;2020-05-18;576
788;50 Otages Vers Nord;2020-05-18;1341
981;Pont Tabarly vers Nord;2020-05-18;155
995;Ceineray vers Ouest;2020-05-18;595
785;50 Otages Vers Sud;2020-05-18;2149
979;3 Continents vers Sud;2020-05-17;191
988;Kennedy vers Est;2020-05-17;0
664;Bonduelle vers sud;2020-05-17;373
667;Entrée pont Audibert vers Nord;2020-05-17;1189
682;pont Anne de Bretagne vers Sud;2020-05-17;585
786;50 Otages Vers Nord;2020-05-17;1368
880;Madeleine vers Nord;2020-05-17;877
665;Bonduelle vers Nord;2020-05-17;334
681;Stalingrad vers est;2020-05-17;316
980;Pont Tabarly vers Sud;2020-05-17;0
981;Pont Tabarly vers Nord;2020-05-17;221
986;Tremie vers Ouest;2020-05-17;88
785;50 Otages Vers Sud;2020-05-17;1363
950;avenue de la Libération vers Nord;2020-05-17;341
743;Philippot vers ouest;2020-05-17;438
997;Van Iseghem vers Sud;2020-05-17;580
745;Calvaire vers Ouest;2020-05-17;113
948;Bd Malakoff vers Est;2020-05-17;1429
744;Calvaire vers Est;2020-05-17;48
989;Kennedy vers Ouest;2020-05-17;0
994;Ceineray vers Est;2020-05-17;464
995;Ceineray vers Ouest;2020-05-17;563
666;Pont Audibert vers Sud;2020-05-17;139
881;Madeleine vers Sud;2020-05-17;1026
945;Magellan vers Ouest;2020-05-17;330
674;Pont Haudaudine vers Sud;2020-05-17;109
679;Bd Malakoff vers Gare Sud;2020-05-17;90
672;Pont de Pornic vers Nord;2020-05-17;248
670;Pont de Pirmil vers Sud;2020-05-17;364
676;Pont Willy Brandt vers Beaulieu;2020-05-17;254
847;Entrée pont Audibert vers Sud;2020-05-17;1095
727;Pont Tabarly vers Nord;2020-05-17;0
946;Magellan vers Est;2020-05-17;400
949;avenue de la Libération vers Sud;2020-05-17;145
987;Tremie vers Est;2020-05-17;0
996;Van Iseghem vers Nord;2020-05-17;720
673;Pont de Pornic vers Sud;2020-05-17;78
680;Stalingrad vers ouest;2020-05-17;0
787;50 Otages Vers Sud;2020-05-17;1031
746;Chemin de halage Tortière vers Sud;2020-05-17;766
747;Chemin de halage Tortière vers Nord;2020-05-17;811
890;Pont de Pirmil vers Sud;2020-05-17;1087
668;De Gaulle vers sud;2020-05-17;303
675;Pont Haudaudine vers Nord;2020-05-17;185
677;Pont Willy Brandt vers Malakoff;2020-05-17;0
947;Bd Malakoff vers Ouest;2020-05-17;1182
943;Magellan vers Ouest;2020-05-17;227
944;Magellan vers Est;2020-05-17;293
683;pont Anne de Bretagne vers Nord;2020-05-17;942
725;Pont Tabarly vers Sud;2020-05-17;330
742;Philippot vers Est;2020-05-17;369
788;50 Otages Vers Nord;2020-05-17;1177
959;Sorinières Vers Sud;2020-05-17;46
960;Sorinières Vers Nord;2020-05-17;51
977;3 Continents vers Nord;2020-05-17;318
669;De Gaulle sortie Clémenceau vers Nord;2020-05-17;265
981;Pont Tabarly vers Nord;2020-05-16;165
986;Tremie vers Ouest;2020-05-16;137
666;Pont Audibert vers Sud;2020-05-16;176
743;Philippot vers ouest;2020-05-16;537
997;Van Iseghem vers Sud;2020-05-16;507
669;De Gaulle sortie Clémenceau vers Nord;2020-05-16;330
945;Magellan vers Ouest;2020-05-16;351
742;Philippot vers Est;2020-05-16;452
890;Pont de Pirmil vers Sud;2020-05-16;1079
681;Stalingrad vers est;2020-05-16;357
727;Pont Tabarly vers Nord;2020-05-16;0
668;De Gaulle vers sud;2020-05-16;367
675;Pont Haudaudine vers Nord;2020-05-16;322
946;Magellan vers Est;2020-05-16;414
948;Bd Malakoff vers Est;2020-05-16;1179
676;Pont Willy Brandt vers Beaulieu;2020-05-16;186
949;avenue de la Libération vers Sud;2020-05-16;171
847;Entrée pont Audibert vers Sud;2020-05-16;1506
725;Pont Tabarly vers Sud;2020-05-16;295
745;Calvaire vers Ouest;2020-05-16;213
747;Chemin de halage Tortière vers Nord;2020-05-16;741
786;50 Otages Vers Nord;2020-05-16;1952
788;50 Otages Vers Nord;2020-05-16;1433
785;50 Otages Vers Sud;2020-05-16;1869
670;Pont de Pirmil vers Sud;2020-05-16;311
979;3 Continents vers Sud;2020-05-16;168
995;Ceineray vers Ouest;2020-05-16;577
682;pont Anne de Bretagne vers Sud;2020-05-16;505
683;pont Anne de Bretagne vers Nord;2020-05-16;725
787;50 Otages Vers Sud;2020-05-16;1376
960;Sorinières Vers Nord;2020-05-16;43
943;Magellan vers Ouest;2020-05-16;173
680;Stalingrad vers ouest;2020-05-16;0
744;Calvaire vers Est;2020-05-16;76
665;Bonduelle vers Nord;2020-05-16;424
950;avenue de la Libération vers Nord;2020-05-16;377
980;Pont Tabarly vers Sud;2020-05-16;0
988;Kennedy vers Est;2020-05-16;0
994;Ceineray vers Est;2020-05-16;553
996;Van Iseghem vers Nord;2020-05-16;652
881;Madeleine vers Sud;2020-05-16;1442
672;Pont de Pornic vers Nord;2020-05-16;292
746;Chemin de halage Tortière vers Sud;2020-05-16;609
673;Pont de Pornic vers Sud;2020-05-16;73
674;Pont Haudaudine vers Sud;2020-05-16;200
677;Pont Willy Brandt vers Malakoff;2020-05-16;0
959;Sorinières Vers Sud;2020-05-16;59
977;3 Continents vers Nord;2020-05-16;321
944;Magellan vers Est;2020-05-16;232
679;Bd Malakoff vers Gare Sud;2020-05-16;51
880;Madeleine vers Nord;2020-05-16;1219
947;Bd Malakoff vers Ouest;2020-05-16;856
664;Bonduelle vers sud;2020-05-16;446
667;Entrée pont Audibert vers Nord;2020-05-16;1648
987;Tremie vers Est;2020-05-16;0
989;Kennedy vers Ouest;2020-05-16;0
987;Tremie vers Est;2020-05-15;0
743;Philippot vers ouest;2020-05-15;605
669;De Gaulle sortie Clémenceau vers Nord;2020-05-15;469
947;Bd Malakoff vers Ouest;2020-05-15;348
959;Sorinières Vers Sud;2020-05-15;68
847;Entrée pont Audibert vers Sud;2020-05-15;1688
679;Bd Malakoff vers Gare Sud;2020-05-15;58
746;Chemin de halage Tortière vers Sud;2020-05-15;461
747;Chemin de halage Tortière vers Nord;2020-05-15;494
890;Pont de Pirmil vers Sud;2020-05-15;1197
680;Stalingrad vers ouest;2020-05-15;0
683;pont Anne de Bretagne vers Nord;2020-05-15;747
787;50 Otages Vers Sud;2020-05-15;1329
677;Pont Willy Brandt vers Malakoff;2020-05-15;0
981;Pont Tabarly vers Nord;2020-05-15;86
672;Pont de Pornic vers Nord;2020-05-15;323
881;Madeleine vers Sud;2020-05-15;1510
948;Bd Malakoff vers Est;2020-05-15;457
960;Sorinières Vers Nord;2020-05-15;51
977;3 Continents vers Nord;2020-05-15;333
950;avenue de la Libération vers Nord;2020-05-15;462
980;Pont Tabarly vers Sud;2020-05-15;0
989;Kennedy vers Ouest;2020-05-15;0
681;Stalingrad vers est;2020-05-15;428
742;Philippot vers Est;2020-05-15;653
949;avenue de la Libération vers Sud;2020-05-15;180
664;Bonduelle vers sud;2020-05-15;566
667;Entrée pont Audibert vers Nord;2020-05-15;1715
682;pont Anne de Bretagne vers Sud;2020-05-15;457
880;Madeleine vers Nord;2020-05-15;1323
944;Magellan vers Est;2020-05-15;181
668;De Gaulle vers sud;2020-05-15;473
670;Pont de Pirmil vers Sud;2020-05-15;272
676;Pont Willy Brandt vers Beaulieu;2020-05-15;227
995;Ceineray vers Ouest;2020-05-15;606
673;Pont de Pornic vers Sud;2020-05-15;72
675;Pont Haudaudine vers Nord;2020-05-15;351
725;Pont Tabarly vers Sud;2020-05-15;273
745;Calvaire vers Ouest;2020-05-15;243
988;Kennedy vers Est;2020-05-15;0
996;Van Iseghem vers Nord;2020-05-15;462
997;Van Iseghem vers Sud;2020-05-15;383
785;50 Otages Vers Sud;2020-05-15;2071
674;Pont Haudaudine vers Sud;2020-05-15;226
786;50 Otages Vers Nord;2020-05-15;2125
943;Magellan vers Ouest;2020-05-15;129
945;Magellan vers Ouest;2020-05-15;352
666;Pont Audibert vers Sud;2020-05-15;204
727;Pont Tabarly vers Nord;2020-05-15;0
744;Calvaire vers Est;2020-05-15;102
788;50 Otages Vers Nord;2020-05-15;1397
946;Magellan vers Est;2020-05-15;373
665;Bonduelle vers Nord;2020-05-15;502
979;3 Continents vers Sud;2020-05-15;81
986;Tremie vers Ouest;2020-05-15;247
994;Ceineray vers Est;2020-05-15;458
980;Pont Tabarly vers Sud;2020-05-14;0
987;Tremie vers Est;2020-05-14;0
672;Pont de Pornic vers Nord;2020-05-14;327
948;Bd Malakoff vers Est;2020-05-14;167
727;Pont Tabarly vers Nord;2020-05-14;0
744;Calvaire vers Est;2020-05-14;283
745;Calvaire vers Ouest;2020-05-14;221
746;Chemin de halage Tortière vers Sud;2020-05-14;443
986;Tremie vers Ouest;2020-05-14;202
947;Bd Malakoff vers Ouest;2020-05-14;107
943;Magellan vers Ouest;2020-05-14;124
981;Pont Tabarly vers Nord;2020-05-14;83
988;Kennedy vers Est;2020-05-14;0
989;Kennedy vers Ouest;2020-05-14;0
995;Ceineray vers Ouest;2020-05-14;555
997;Van Iseghem vers Sud;2020-05-14;396
680;Stalingrad vers ouest;2020-05-14;0
683;pont Anne de Bretagne vers Nord;2020-05-14;660
742;Philippot vers Est;2020-05-14;625
787;50 Otages Vers Sud;2020-05-14;1282
788;50 Otages Vers Nord;2020-05-14;1289
880;Madeleine vers Nord;2020-05-14;1266
890;Pont de Pirmil vers Sud;2020-05-14;1031
979;3 Continents vers Sud;2020-05-14;42
960;Sorinières Vers Nord;2020-05-14;38
945;Magellan vers Ouest;2020-05-14;332
667;Entrée pont Audibert vers Nord;2020-05-14;1614
677;Pont Willy Brandt vers Malakoff;2020-05-14;0
881;Madeleine vers Sud;2020-05-14;1429
785;50 Otages Vers Sud;2020-05-14;1947
670;Pont de Pirmil vers Sud;2020-05-14;301
674;Pont Haudaudine vers Sud;2020-05-14;243
725;Pont Tabarly vers Sud;2020-05-14;274
747;Chemin de halage Tortière vers Nord;2020-05-14;469
669;De Gaulle sortie Clémenceau vers Nord;2020-05-14;413
673;Pont de Pornic vers Sud;2020-05-14;64
679;Bd Malakoff vers Gare Sud;2020-05-14;53
682;pont Anne de Bretagne vers Sud;2020-05-14;464
664;Bonduelle vers sud;2020-05-14;540
944;Magellan vers Est;2020-05-14;165
994;Ceineray vers Est;2020-05-14;442
666;Pont Audibert vers Sud;2020-05-14;210
743;Philippot vers ouest;2020-05-14;595
786;50 Otages Vers Nord;2020-05-14;1919
675;Pont Haudaudine vers Nord;2020-05-14;359
946;Magellan vers Est;2020-05-14;300
949;avenue de la Libération vers Sud;2020-05-14;170
959;Sorinières Vers Sud;2020-05-14;54
665;Bonduelle vers Nord;2020-05-14;484
847;Entrée pont Audibert vers Sud;2020-05-14;1527
668;De Gaulle vers sud;2020-05-14;448
676;Pont Willy Brandt vers Beaulieu;2020-05-14;227
681;Stalingrad vers est;2020-05-14;423
977;3 Continents vers Nord;2020-05-14;342
950;avenue de la Libération vers Nord;2020-05-14;406
996;Van Iseghem vers Nord;2020-05-14;472
987;Tremie vers Est;2020-05-13;0
988;Kennedy vers Est;2020-05-13;0
672;Pont de Pornic vers Nord;2020-05-13;292
944;Magellan vers Est;2020-05-13;161
680;Stalingrad vers ouest;2020-05-13;0
683;pont Anne de Bretagne vers Nord;2020-05-13;650
745;Calvaire vers Ouest;2020-05-13;228
880;Madeleine vers Nord;2020-05-13;1193
665;Bonduelle vers Nord;2020-05-13;461
667;Entrée pont Audibert vers Nord;2020-05-13;1587
747;Chemin de halage Tortière vers Nord;2020-05-13;429
787;50 Otages Vers Sud;2020-05-13;1146
675;Pont Haudaudine vers Nord;2020-05-13;337
977;3 Continents vers Nord;2020-05-13;300
847;Entrée pont Audibert vers Sud;2020-05-13;1439
989;Kennedy vers Ouest;2020-05-13;0
995;Ceineray vers Ouest;2020-05-13;536
996;Van Iseghem vers Nord;2020-05-13;456
681;Stalingrad vers est;2020-05-13;418
725;Pont Tabarly vers Sud;2020-05-13;232
742;Philippot vers Est;2020-05-13;512
746;Chemin de halage Tortière vers Sud;2020-05-13;401
890;Pont de Pirmil vers Sud;2020-05-13;985
674;Pont Haudaudine vers Sud;2020-05-13;185
679;Bd Malakoff vers Gare Sud;2020-05-13;54
946;Magellan vers Est;2020-05-13;356
948;Bd Malakoff vers Est;2020-05-13;600
980;Pont Tabarly vers Sud;2020-05-13;0
981;Pont Tabarly vers Nord;2020-05-13;114
986;Tremie vers Ouest;2020-05-13;235
669;De Gaulle sortie Clémenceau vers Nord;2020-05-13;392
949;avenue de la Libération vers Sud;2020-05-13;181
676;Pont Willy Brandt vers Beaulieu;2020-05-13;194
997;Van Iseghem vers Sud;2020-05-13;327
943;Magellan vers Ouest;2020-05-13;107
945;Magellan vers Ouest;2020-05-13;290
786;50 Otages Vers Nord;2020-05-13;1950
979;3 Continents vers Sud;2020-05-13;45
994;Ceineray vers Est;2020-05-13;420
666;Pont Audibert vers Sud;2020-05-13;189
743;Philippot vers ouest;2020-05-13;533
727;Pont Tabarly vers Nord;2020-05-13;0
744;Calvaire vers Est;2020-05-13;0
788;50 Otages Vers Nord;2020-05-13;1254
670;Pont de Pirmil vers Sud;2020-05-13;268
673;Pont de Pornic vers Sud;2020-05-13;64
677;Pont Willy Brandt vers Malakoff;2020-05-13;0
950;avenue de la Libération vers Nord;2020-05-13;383
668;De Gaulle vers sud;2020-05-13;413
682;pont Anne de Bretagne vers Sud;2020-05-13;408
947;Bd Malakoff vers Ouest;2020-05-13;360
959;Sorinières Vers Sud;2020-05-13;55
960;Sorinières Vers Nord;2020-05-13;45
664;Bonduelle vers sud;2020-05-13;538
881;Madeleine vers Sud;2020-05-13;1401
785;50 Otages Vers Sud;2020-05-13;1831
987;Tremie vers Est;2020-05-12;0
995;Ceineray vers Ouest;2020-05-12;610
960;Sorinières Vers Nord;2020-05-12;43
847;Entrée pont Audibert vers Sud;2020-05-12;1520
673;Pont de Pornic vers Sud;2020-05-12;61
945;Magellan vers Ouest;2020-05-12;346
727;Pont Tabarly vers Nord;2020-05-12;0
788;50 Otages Vers Nord;2020-05-12;1351
680;Stalingrad vers ouest;2020-05-12;0
682;pont Anne de Bretagne vers Sud;2020-05-12;469
683;pont Anne de Bretagne vers Nord;2020-05-12;732
670;Pont de Pirmil vers Sud;2020-05-12;283
679;Bd Malakoff vers Gare Sud;2020-05-12;48
944;Magellan vers Est;2020-05-12;175
979;3 Continents vers Sud;2020-05-12;100
988;Kennedy vers Est;2020-05-12;0
672;Pont de Pornic vers Nord;2020-05-12;308
785;50 Otages Vers Sud;2020-05-12;1941
786;50 Otages Vers Nord;2020-05-12;2028
880;Madeleine vers Nord;2020-05-12;1265
980;Pont Tabarly vers Sud;2020-05-12;0
981;Pont Tabarly vers Nord;2020-05-12;117
989;Kennedy vers Ouest;2020-05-12;0
669;De Gaulle sortie Clémenceau vers Nord;2020-05-12;418
959;Sorinières Vers Sud;2020-05-12;73
667;Entrée pont Audibert vers Nord;2020-05-12;1666
668;De Gaulle vers sud;2020-05-12;431
676;Pont Willy Brandt vers Beaulieu;2020-05-12;202
881;Madeleine vers Sud;2020-05-12;1461
674;Pont Haudaudine vers Sud;2020-05-12;191
675;Pont Haudaudine vers Nord;2020-05-12;462
677;Pont Willy Brandt vers Malakoff;2020-05-12;0
742;Philippot vers Est;2020-05-12;625
747;Chemin de halage Tortière vers Nord;2020-05-12;450
994;Ceineray vers Est;2020-05-12;454
743;Philippot vers ouest;2020-05-12;542
997;Van Iseghem vers Sud;2020-05-12;341
681;Stalingrad vers est;2020-05-12;430
725;Pont Tabarly vers Sud;2020-05-12;269
